URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25,6,0.6129032258064516,0.026595744680851064,62.666666666666664,16.337386018237083,31.601621073961496,0.047619047619047616,215,1316,2277,4,6.133738601823708
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,22,9,0.41935483870967744,0.013681592039800995,57.42857142857143,23.383084577114428,32.32466240227435,0.07142857142857142,188,804,1597,1,6.850746268656716
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,18,7,0.44,0.026595744680851064,112.8,16.134751773049647,51.573900709219856,0.19999999999999998,91,564,1026,1,6.592198581560283
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,7,1,0.75,0.0243161094224924,109.66666666666667,20.66869300911854,52.13414387031409,0.33333333333333337,68,329,657,2,7.072948328267477
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,21,21,0.0,0.06938775510204082,980.0,16.428571428571427,398.5714285714286,1.0,161,980,1715,14,6.286734693877551
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.6363636363636364,0.037463976945244955,86.75,17.579250720461097,41.73170028818444,0.25,61,347,669,2,6.881844380403458
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,47,14,0.5409836065573771,0.021370670596904937,96.92857142857143,24.465733235077376,48.55772186545953,0.07142857142857142,332,1357,2738,0,6.921149594694178
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14,14,0.0,0.023448275862068966,725.0,15.724137931034482,296.2896551724138,1.0,114,725,1261,9,6.398620689655172
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,20,32,-0.23076923076923078,0.033117932148626815,176.85714285714286,16.882067851373183,77.49568428340643,0.14285714285714285,209,1238,2192,8,6.182552504038772
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,29,37,-0.12121212121212122,0.030430220356768102,57.75757575757576,23.24239244491081,32.39998728099463,0.030303030303030304,443,1906,3555,17,6.524134312696747
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,50,23,0.3698630136986301,0.030114226375908618,80.25,14.485981308411214,37.89439252336449,0.041666666666666664,279,1926,3245,19,5.929906542056075
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,38,20,0.3103448275862069,0.031154551007941355,109.13333333333334,16.676847892486254,50.324072490327836,0.06666666666666667,273,1637,2802,17,6.16188149053146
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,22,3,0.76,0.05322128851540616,97.36363636363636,15.49953314659197,45.14526780409133,0.09090909090909091,166,1071,1770,0,5.940242763772176
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,46,6,0.7692307692307693,0.04522613065326633,227.42857142857142,14.321608040201006,96.70007178750897,0.14285714285714285,228,1592,2586,4,5.873115577889447
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,22,6,0.5714285714285714,0.040310077519379844,215.0,18.13953488372093,93.25581395348837,0.3333333333333333,117,645,1101,8,6.144186046511628
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,41,10,0.6078431372549019,0.016439909297052153,56.903225806451616,20.294784580498867,30.879204154780197,0.03225806451612903,358,1764,3268,7,6.388321995464852
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,27,56,-0.3493975903614458,0.06896551724137931,61.05263157894737,15.258620689655173,30.52450090744102,0.052631578947368425,177,1160,1956,11,6.086206896551724
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,46,15,0.5081967213114754,0.06590038314176246,62.142857142857146,13.180076628352491,30.129173508483856,0.04761904761904762,172,1305,2097,5,5.890421455938697
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,28,-0.12,0.016320474777448073,74.88888888888889,13.501483679525222,35.356149027365646,0.05555555555555555,182,1348,2281,1,6.193620178041543
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,35,22,0.22807017543859648,0.024238657551274082,51.903225806451616,20.509633312616533,28.965143647627258,0.03225806451612903,330,1609,2991,7,6.438781852082038
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,27,62,-0.39325842696629215,0.06781045751633986,87.42857142857143,16.176470588235293,41.44201680672269,0.07142857142857142,198,1224,2092,13,6.142156862745098
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,49,30,0.24050632911392406,0.037079292641186534,159.36363636363637,16.714204221334857,70.4311362339885,0.09090909090909091,293,1753,2975,5,6.004563605248146
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,20,11,0.2903225806451613,0.015806111696522657,474.5,17.49209694415174,196.7968387776607,0.5,166,949,1687,1,6.434141201264489
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,35,22,0.22807017543859648,0.013899049012435992,170.875,20.190197512801756,76.4260790051207,0.125,276,1367,2549,1,6.570592538405267
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,35,36,-0.014084507042253521,0.024,72.11538461538461,19.040000000000003,36.462153846153846,0.038461538461538464,357,1875,3374,5,6.352
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,19,11,0.26666666666666666,0.007688083470620538,16.331838565022423,15.650741350906095,12.793031966371409,0.004484304932735427,570,3642,5805,0,6.0777045579352
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36,38,-0.02702702702702703,0.024665981500513873,81.08333333333333,18.29393627954779,39.750907845152454,0.041666666666666664,356,1946,3508,10,6.214285714285714
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,27,52,-0.31645569620253167,0.010113027959547887,129.30769230769232,24.09280190362879,61.360197684528444,0.07692307692307693,405,1681,3261,1,6.70493753718025
91,https://insights.blackcoffer.com/human-rights-outlook/,5,4,0.1111111111111111,0.040229885057471264,58.0,16.379310344827587,29.751724137931035,0.16666666666666666,57,348,598,2,6.491379310344827
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,43,5,0.7916666666666666,0.0354924578527063,112.7,15.173025732031945,51.14921029281278,0.1,171,1127,1950,1,6.298136645962733
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,30,0.11764705882352941,0.02384500745156483,118.41176470588235,18.579234972677597,54.79639987142398,0.058823529411764705,374,2013,3498,5,6.133134624937903
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,45,15,0.5,0.034108527131782945,49.61538461538461,19.069767441860467,27.474060822898032,0.02564102564102564,369,1935,3428,5,6.314728682170543
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,26,26,0.0,0.02572347266881029,69.11111111111111,17.20257234726688,34.5254733833512,0.05555555555555556,214,1244,2180,4,6.288585209003215
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,38,-0.4074074074074074,0.0061318344404701075,63.12903225806452,21.410321921308125,33.81574167174906,0.03225806451612903,419,1957,3601,1,6.530403679100664
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,14,37,-0.45098039215686275,0.02714535901926445,63.44444444444444,17.513134851138354,32.38303171823312,0.05555555555555555,200,1142,2042,4,6.3476357267950965
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,37,36,0.0136986301369863,0.03650680028632784,174.625,17.25125268432355,76.75050107372942,0.125,241,1397,2423,28,6.070866141732283
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,28,23,0.09803921568627451,0.028169014084507043,159.75,19.014084507042252,71.5056338028169,0.125,243,1278,2266,12,6.205007824726135
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22,32,-0.18518518518518517,0.008934707903780068,16.724137931034484,19.450171821305844,14.469723900936131,0.01149425287356322,283,1455,2626,2,6.45979381443299
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,2,0.3333333333333333,0.034759358288770054,62.333333333333336,12.834224598930483,30.06702317290553,0.16666666666666669,48,374,601,2,6.176470588235294
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,38,-0.22580645161290322,0.054773082942097026,75.17647058823529,16.901408450704224,36.831151615575806,0.058823529411764705,216,1278,2180,11,6.096244131455399
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,10,24,-0.4117647058823529,0.022058823529411766,35.47826086956522,17.27941176470588,21.10306905370844,0.043478260869565216,141,816,1397,4,6.354166666666667
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30,48,-0.23076923076923078,0.006177606177606178,215.83333333333334,21.93050193050193,95.1055341055341,0.16666666666666669,284,1295,2388,2,6.448648648648649
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,29,31,-0.03333333333333333,0.03706624605678233,105.66666666666667,14.66876971608833,48.13417455310201,0.08333333333333334,186,1268,2118,5,6.0433753943217665
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,6,2,0.5,0.01757469244288225,113.8,21.79261862917399,54.237047451669596,0.19999999999999998,124,569,1068,0,6.8611599297012305
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,22,3,0.76,0.016414141414141416,41.68421052631579,12.626262626262626,21.724189261031366,0.05263157894736842,100,792,1322,3,6.125
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,43,-0.13157894736842105,0.012254901960784314,87.42857142857143,20.588235294117645,43.20672268907563,0.07142857142857142,252,1224,2240,3,6.523692810457517
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,28,19,0.19148936170212766,0.06229143492769744,47.31578947368421,10.567296996662959,23.153234588138872,0.052631578947368425,95,899,1394,37,5.646273637374861
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,8,27,-0.5428571428571428,0.007352941176470588,30.6,19.11764705882353,19.887058823529415,0.025,234,1224,2195,0,6.4681372549019605
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,20,25,-0.1111111111111111,0.022443890274314215,66.83333333333333,19.534497090606816,34.54713216957606,0.05555555555555555,235,1203,2213,0,6.522028262676642
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,25,38,-0.20634920634920634,0.012776831345826235,106.72727272727273,20.954003407155025,51.07251045377111,0.09090909090909091,246,1174,2184,1,6.606473594548552
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,26,27,-0.018867924528301886,0.01819454163750875,204.14285714285714,19.52414275717285,89.466799960012,0.14285714285714285,279,1429,2550,7,6.2911126662001395
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,45,39,0.07142857142857142,0.02149912841371296,191.22222222222223,15.57234166182452,82.7178255536187,0.11111111111111112,268,1721,2958,2,6.087739686228937
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,24,45,-0.30434782608695654,0.011523046092184368,83.16666666666667,19.488977955911825,41.0622578490314,0.04166666666666667,389,1996,3478,2,6.227955911823647
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,26,25,0.0196078431372549,0.06149479659413434,151.0,9.649952696310313,64.25998107852413,0.14285714285714285,102,1057,1630,42,5.644276253547777
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37,63,-0.26,0.013333333333333334,58.333333333333336,19.714285714285715,31.219047619047622,0.02777777777777778,414,2100,3739,7,6.400952380952381
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,40,44,-0.047619047619047616,0.03898768809849521,81.22222222222223,11.149110807113544,36.94853321173431,0.05555555555555556,163,1462,2384,7,5.826949384404925
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,10,-0.1111111111111111,0.013232514177693762,66.125,20.415879017013232,34.61635160680529,0.125,108,529,977,1,6.76937618147448
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,46,79,-0.264,0.012398460880718255,194.91666666666666,20.521590423257802,86.17530283596979,0.08333333333333333,480,2339,4184,6,6.396323215049167
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,44,55,-0.1111111111111111,0.04799548277809147,136.23076923076923,11.405985319028797,59.05470181991921,0.07692307692307693,202,1771,2790,34,5.681535855448899
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,40,51,-0.12087912087912088,0.022799575821845174,69.85185185185185,17.338282078472957,34.876053572129926,0.037037037037037035,327,1886,3297,12,6.227465535524921
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,51,68,-0.14285714285714285,0.020728008088978768,43.955555555555556,16.98685540950455,24.376964386024042,0.022222222222222223,336,1978,3452,7,6.253286147623863
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,50,67,-0.1452991452991453,0.014608859566446749,92.26086956521739,21.065032987747408,45.33036102118592,0.043478260869565216,447,2122,3848,8,6.614985862393968
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,54,16,0.5428571428571428,0.03273809523809524,201.6,21.626984126984127,89.29079365079366,0.09999999999999999,436,2016,3693,2,6.376984126984127
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,16,21,-0.13513513513513514,0.021547502448579822,204.2,17.238001958863858,88.57520078354554,0.19999999999999998,176,1021,1792,3,6.348677766895201
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40,75,-0.30434782608695654,0.016910935738444193,177.4,20.180383314543406,79.03215332581738,0.1,358,1774,3267,6,6.452085682074408
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,26,39,-0.2,0.03680981595092025,163.0,17.26555652936021,72.10622261174409,0.14285714285714285,197,1141,1994,3,6.2296231375985975
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,15,-0.30434782608695654,0.0071090047393364926,84.4,19.786729857819903,41.67469194312797,0.1,167,844,1559,1,6.6670616113744074
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,26,52,-0.3333333333333333,0.008038585209003215,22.75609756097561,20.042872454448016,17.11958800616945,0.012195121951219513,374,1866,3404,2,6.384780278670954
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,80,21,0.5841584158415841,0.02581311306143521,138.35714285714286,20.185854414042335,63.41719890847408,0.07142857142857142,391,1937,3564,1,6.4543107898812595
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,29,17,0.2608695652173913,0.029840848806366047,150.8,19.76127320954907,68.22450928381964,0.1,298,1508,2790,6,6.599469496021221
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,50,25,0.3333333333333333,0.0189328743545611,145.25,28.74354561101549,69.5974182444062,0.125,334,1162,2416,0,7.03184165232358
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,8,0.15789473684210525,0.019332161687170474,284.5,23.72583479789104,123.29033391915641,0.5,135,569,1149,4,7.193321616871705
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,8,8,0.0,0.01904761904761905,105.0,11.619047619047619,46.64761904761905,0.2,61,525,907,7,6.287619047619048
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1,13,-0.8571428571428571,0.024793388429752067,50.416666666666664,15.041322314049587,26.183195592286502,0.08333333333333333,91,605,1059,4,6.2727272727272725
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,6,9,-0.2,0.03365384615384615,83.2,16.826923076923077,40.010769230769235,0.2,70,416,715,4,6.5048076923076925
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6,12,-0.3333333333333333,0.035794183445190156,40.63636363636363,19.23937360178971,23.950294895261337,0.0909090909090909,86,447,815,6,6.586129753914989
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,41,17,0.41379310344827586,0.016602809706257982,261.0,23.88250319284802,113.95300127713922,0.3333333333333333,187,783,1523,2,6.841634738186462
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,24,45,-0.30434782608695654,0.014913007456503728,150.875,16.65285832642916,67.01114333057167,0.125,201,1207,2067,0,6.2278376139188065
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,13,34,-0.44680851063829785,0.017152658662092625,89.6923076923077,15.69468267581475,42.15479614724898,0.07692307692307693,183,1166,1984,5,6.166380789022298
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,46,54,-0.08,0.01547678482276585,64.61290322580645,19.570644033949076,33.67341890390221,0.03225806451612903,392,2003,3613,0,6.309036445332002
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,23,-0.6428571428571429,0.02247191011235955,80.1,17.72784019975031,39.13113607990013,0.09999999999999999,142,801,1448,2,6.329588014981273
145,https://insights.blackcoffer.com/blockchain-in-fintech/,19,14,0.15151515151515152,0.026032315978456014,111.4,17.41472172351885,51.525888689407545,0.1,194,1114,1983,2,6.442549371633752
146,https://insights.blackcoffer.com/blockchain-for-payments/,26,23,0.061224489795918366,0.016682113067655237,71.93333333333334,20.574606116774792,37.00317578004325,0.06666666666666667,222,1079,1990,9,6.630213160333642
147,https://insights.blackcoffer.com/the-future-of-investing/,38,9,0.6170212765957447,0.01875732708089097,142.16666666666666,18.522860492379838,64.2758108636186,0.08333333333333333,316,1706,3065,1,6.426143024618992
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,29,36,-0.1076923076923077,0.009796533534287867,82.9375,21.250941974378296,41.67537678975132,0.0625,282,1327,2467,2,6.389600602863602
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29,3,0.8125,0.019101123595505618,80.9090909090909,25.842696629213485,42.70071501532176,0.09090909090909091,230,890,1781,0,6.917977528089888
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,42,36,0.07692307692307693,0.02122448979591837,153.125,20.489795918367346,69.44591836734695,0.125,251,1225,2262,8,6.293061224489796
